prior=0.7	BLACKPINK
prior=0.3614478	Till Brönner Gavin Greenaway and Czech Philharmonic Orchestra
prior=0.3614478	家家 and 乱彈阿翔
prior=0.3614478	Bassjackers and D'Angello and Francis
prior=0.3614478	CloZee
prior=0.3614478	8Eight
prior=0.3614478	MY
prior=0.3614478	Cady Groves
prior=0.3614478	Benny Dayal and Shalmali Kholgade
prior=0.3614478	타루
prior=0.3614478	The Golden Islands
prior=0.3614478	Golden Islands
prior=0.3614478	Heather Headley Tsidii Le Loka Jason Raize Tom Alan Robbins Max Casella Geoff Hoyle Lebo M and The Lion King Ensemble
prior=0.3614247	Imagine Dragons and Jorgen Odegard
prior=0.3614247	Riley Whisler
prior=0.3614247	그레이스
prior=0.3614016	Seiko Oomori
prior=0.3614016	Yuck
prior=0.3614016	LAURA
prior=0.3614016	Serge de Saint-Laurent
prior=0.3613785	Flyboy
prior=0.3613785	Dev Negi and Neha Kakkar
prior=0.3613785	倫永亮 and 林憶蓮
prior=0.3613785	Luciano Pavarotti Dame Joan Sutherland The London Opera Chorus National Philharmonic Orchestra and Richard Bonynge
prior=0.3613554	Koninklijk Concertgebouworkest and Riccardo Chailly
prior=0.3613554	Willie and The City Band
prior=0.3613554	Trevor Hall
prior=0.3613554	David Lynch and Lykke Li
prior=0.3613323	Thirsty Merc
prior=0.3613323	Robin Schulz and Dansir
prior=0.3613323	Natasha Midori
prior=0.3613323	Grégoire
prior=0.3613085	장정우
prior=0.3613085	Jeezy
prior=0.3613085	Jonas Kvarnström
prior=0.3613085	Melissa Steel
prior=0.3613085	Lionel Khalifa
prior=0.3613085	Akina Nakamori
prior=0.3613085	草蜢 關淑怡 達明 派 童安格 蔡國權 劉小慧 譚詠麟 周影 張學友 徐小鳳 李克勤 黎明 and 黃凱芹
prior=0.3613085	Bersarin Quartett
prior=0.3613085	BRADIO
prior=0.3613085	Arijit Singh Nikhita Gandhi and Pritam
prior=0.3612854	Benny Dayal
prior=0.3612854	Lee Hi and 2NE1
prior=0.3612854	The Damned
prior=0.3612854	Damned
prior=0.3612854	Vadim Kholodenko
prior=0.3612623	Jana Kramer
prior=0.3612623	Benaud Trio
prior=0.3612392	Jaonaay
prior=0.3612392	Claire Ryann
prior=0.3612392	D A N
prior=0.3612392	Hans Martin Linde and Jörg Faerber
prior=0.3612161	이현경
prior=0.3612161	Edmar Castaneda
prior=0.3612161	Daniil Trifonov Mahler Chamber Orchestra and Mikhail Pletnev
prior=0.3612161	巫啟賢 and 泳兒
prior=0.3611923	記號士
prior=0.3611692	Elizabeth Chan
prior=0.3611692	Hearts Hearts
prior=0.3611692	Hayana
prior=0.3611692	Interpol
prior=0.3611461	Electric Six
prior=0.3611461	De La Soul
prior=0.3611461	臥軌的火車
prior=0.3611461	Neru
prior=0.3611461	Rod Ladgrove
prior=0.3611461	M2 U
prior=0.3611461	立川俊之
prior=0.3611223	Warriyo
prior=0.3611223	G2
prior=0.3611223	Jesse O'Mahoney
prior=0.3611223	Red
prior=0.3610992	Sidhu Moosewala
prior=0.3610992	譚詠麟 張學友 黎明 陳慧嫻 關淑怡 湯寶如 周慧敏 草蜢 黎瑞恩 王馨平 吳君如 陳曉東 鄭嘉穎 Cd Voice and 洪楗華
prior=0.3610992	Diddy and Keyshia Cole
prior=0.3610992	Logic and Juanes
prior=0.3610761	青山
prior=0.3610761	Craig Pruess and Ananda
prior=0.3610761	Cuebrick
prior=0.3610523	Queen Chrysalis and Princess Cadance
prior=0.3610523	J Rice
prior=0.3610523	Weird Al Yankovic
prior=0.3610523	Newclaess
prior=0.3610523	Yoshiki Yoshiki Studio Orchestra and Shelly Berg
prior=0.3610523	Gostan
prior=0.3610523	Sofia
prior=0.3610523	Shanghai Roxi Musical Studio Choirs and Metro Voices London
prior=0.3610523	임시완
prior=0.3610292	Stealth
prior=0.3610292	Grandmaster Flash and The Furious Five
prior=0.3610292	Alicia Keys and Jack White
prior=0.3610061	Max Richter Daniel Hope Raphael Alpermann Konzerthaus Kammerorchester Berlin and Andre de Ridder
prior=0.3610061	Alice Kristiansen
prior=0.3610061	Daniel Hope Jacques Ammon and Jane Berthe
prior=0.3610061	Brandyn Burnette and dwilly
prior=0.3609823	Lisa Hannigan
prior=0.3609823	ささきのぞみ
prior=0.3609823	Paul Desmond
prior=0.3609823	Matt McAndrew
prior=0.3609823	甄秀儀
prior=0.3609823	for KING and COUNTRY
prior=0.3609592	Marco Velocci
prior=0.3609592	Alvaro and Faustix
prior=0.3609592	Chantal Chamberland
prior=0.3609592	김재환
prior=0.3609592	Philip D Zach
prior=0.3609354	W W and Vini Vici
prior=0.3609354	Yussef Kamaal
prior=0.3609354	Michael Jackson and The Jacksons
prior=0.3609354	譚鑫培
prior=0.3609354	Bassjackers and Afrojack
prior=0.3609123	Arijit Singh and Nikhita Gandhi
prior=0.3609123	Lisa Loeb
prior=0.3609123	Siobhan McCarthy Louise Plowright Jenny Galloway and Neal Wright
prior=0.3608885	The Belle Brigade
prior=0.3608885	Belle Brigade
prior=0.3608885	Hundred Waters
prior=0.3608885	June Marieezy
prior=0.3608654	Enur
prior=0.3608654	The Piano Player
prior=0.3608654	Piano Player
prior=0.3608654	Roy and Rosemary
prior=0.3608654	Renée Zellweger John C Reilly Colm Feore and Taye Diggs
prior=0.3608654	Tessa Violet
prior=0.3608416	Lee Changsub and 엘키
prior=0.3608416	Project Ace
prior=0.3608416	Na Yoon Kwon
prior=0.3608185	프롬
prior=0.3608185	Catherine Zeta Jones and Taye Diggs
prior=0.3608185	STU48
prior=0.3607947	嚴爵 and 劉若英
prior=0.3607716	Michael Park and Ben Platt
prior=0.3607716	50 50
prior=0.3607716	50
prior=0.3607716	林海峰 and 楊千嬅
prior=0.3607478	Brazilian Girls
prior=0.3607478	Seether
prior=0.3607478	Skylar Spence
prior=0.3607478	Kath Bloom
prior=0.3607478	Jacquie Lee
prior=0.3607478	박준수 조미라 and 이빛나라
prior=0.3607247	Phyllis Nelson
prior=0.3607247	ONEW
prior=0.3607009	可嵐 and 黎俊彥
prior=0.3607009	Pierre Barouh
prior=0.3607009	蔣志光
prior=0.3607009	우진영
prior=0.3607009	K D
prior=0.3606771	The Detroit Emeralds
prior=0.3606771	Detroit Emeralds
prior=0.3606771	GoGo Penguin
prior=0.3606771	Taio Cruz and Kesha
prior=0.360654	Bob James and Earl Klugh
prior=0.360654	吳克群 and 鍾欣潼
prior=0.360654	李建軒
prior=0.360654	Kirsten Arian
prior=0.3606302	韓寶儀
prior=0.3606071	How to Dress Well
prior=0.3606071	Ben Watt
prior=0.3606071	Big Daddy Weave
prior=0.3606071	Pentatonix The Filharmonic The Cantasticos The Singboks and Penn Masala
prior=0.3606071	David Parry London Philharmonic Orchestra and David Aaron Carpenter
prior=0.3606071	陳凱婷
prior=0.3605833	Andrew Bayer
prior=0.3605595	Bassjackers and Showtek
prior=0.3605357	Matt Franco
prior=0.3605357	李麗霞 and 葉振棠
prior=0.3605357	Patti LaBelle and Michael McDonald
prior=0.3605357	Ocean Park Standoff and Seeb
prior=0.3605357	魏语诺
prior=0.3605357	Yoshiki and Tokyo City Philharmonic Orchestra
prior=0.3605357	BUNKR
prior=0.3605126	Lil Xan Yo Gotti and Rich The Kid
prior=0.3605126	Chamber Orchestra of Europe and Nikolaus Harnoncourt
prior=0.3605126	Lee Heemoon
prior=0.3605126	Matthew Koma
prior=0.3605126	Grant Green
prior=0.3605126	Элджей and Feduk
prior=0.3605126	Rolling Blackouts Coastal Fever
prior=0.3605126	Pascal Rogé
prior=0.3605126	Enrique Iglesias and Usher
prior=0.3605126	Angelo Badalamenti
prior=0.3604888	Karita Mattila Sara Mingardo Michael Schade Bryn Terfel Berliner Philharmoniker and Claudio Abbado
prior=0.3604888	古巨基 and 陳慧琳
prior=0.3604888	Young Juvenile Youth
prior=0.3604888	Satoshi
prior=0.3604888	Satoshi CV
prior=0.3604888	Satoshi CV Rica Matsumoto
prior=0.3604412	Hiroko Shimabukuro
prior=0.3604412	지연 and 준형
prior=0.3604412	Céline Dion and Clive Griffin
prior=0.3604412	Dario Marianelli and Vikingur Olafsson
prior=0.3604412	DubVision
prior=0.3604412	Stefan Chen
prior=0.3604181	Hilary Hahn and Hauschka
prior=0.3604181	Elle Varner
prior=0.3604181	MADE IN HEIGHTS
prior=0.3603943	Bully Da Bastard
prior=0.3603943	정세린
prior=0.3603943	Isabelle Faust
prior=0.3603705	花園精靈
prior=0.3603705	Dribble2much
prior=0.3603705	James Horner and London Symphony Orchestra
prior=0.3603467	許志安 and 何韻詩
prior=0.3603229	Pastel*Palettes
prior=0.3602991	云杰
prior=0.3602991	Five and Queen
prior=0.3602991	陳瑋儒
prior=0.3602991	Rekishi
prior=0.3602991	Skrillex Kill The Noise and 12th Planet
prior=0.3602991	Chinmayi Sripada and Atif Aslam
prior=0.3602753	MUSIC BOX COLLECTION
prior=0.3602753	Terry Wood and The Disney Holiday Chorus
prior=0.3602753	Randy Newman and Lyle Lovett
prior=0.3602515	馮允謙 and Eternity
prior=0.3602515	Dumbfoundead
prior=0.3602515	Reel 2 Real
prior=0.3602284	Onething Live and Laura Hackett Park
prior=0.3602284	SHIN JAE
prior=0.3602284	Chad Valley
prior=0.3602046	Newborn Sleep Music Lullabies
prior=0.3602046	Kendall K
prior=0.3602046	乌兰托娅
prior=0.3602046	Jeff Basta and Caitlin Gilroy
prior=0.3602046	Wisin and Yandel
prior=0.3601808	周迅
prior=0.3601808	Chris Botti and Mark Knopfler
prior=0.3601808	Cookies 方力申 李彩樺 and 鄧健泓
prior=0.3601808	Teddy Charles
prior=0.360157	YouplusMe
prior=0.360157	YouMe
prior=0.360157	YouandMe
prior=0.360157	Chris Martin
prior=0.3601332	박상우
prior=0.3601332	Ryan B Dragon Pig and Cloud Wang
prior=0.3601332	黎美言 and MastaMic
prior=0.3601094	Richard Myhill
prior=0.3601094	김근수
prior=0.3601094	Mozart Effect The Mozart Effect Orchestra and Christopher Gongos
prior=0.3601094	The Mozart Effect The Mozart Effect Orchestra and Christopher Gongos
prior=0.3601094	Rend Collective
prior=0.3601094	Mozart Effect The Mozart Effect Orchestra and Mark Skazinetsky
prior=0.3601094	The Mozart Effect The Mozart Effect Orchestra and Mark Skazinetsky
prior=0.3601094	박세준 and 나윤식
prior=0.3601094	M Ward and Zooey Deschanel
prior=0.3600856	Katherine Jenkins Dame Kiri Te Kanawa Philharmonia Orchestra and Anthony Inglis
prior=0.3600856	Oliver Heldens and Throttle
prior=0.3600856	Yuji Nomi
prior=0.3600856	James Baskett
prior=0.3600856	เฟียต พัทธดนย์ ซิง หฤษฏ์ and ภูวิน
prior=0.3600611	Robert Haigh
prior=0.3600611	Konoba
prior=0.3600611	M Keali'i Ho' Omalu and Kamehameha Schools Children's Chorus
prior=0.3600373	Liz English Phil Harris Scatman Crothers and Thurl Ravenscroft
prior=0.3600373	Young Jae
prior=0.3600135	Vorsa
prior=0.3600135	DOCTOR VOX
prior=0.3600135	Silent Sanctuary
prior=0.3600135	Adventure Club
prior=0.3600135	KOTOKO and Luna
prior=0.3600135	SHANTI
prior=0.3599897	Emma
prior=0.3599659	Minetti Quartet
prior=0.3599659	2 Her
prior=0.3599659	She and Him
prior=0.3599659	Lotto Boyzz
prior=0.3599659	Momina Mustehsan and Asim Azhar
prior=0.3599659	The Pogues
prior=0.3599659	Pogues
prior=0.3599659	Ride
prior=0.3599659	Meiko
prior=0.3599659	The Weepies
prior=0.3599659	Weepies
prior=0.3599659	Levianth and Axol
prior=0.3599421	The Piano Guys and Lyceum Philharmonic Orchestra
prior=0.3599421	Piano Guys and Lyceum Philharmonic Orchestra
prior=0.3599421	Alfredo Rodríguez
prior=0.3599421	Antonio M Xavier and Royal Festival Philharmonic Orchestra
prior=0.3599421	The Sundays
prior=0.3599421	Sundays
prior=0.3599421	Jerusalem Quartet
prior=0.3599421	Ruth Brown
prior=0.3599421	孔垂楠
prior=0.3599183	The Heydaze
prior=0.3599183	Heydaze
prior=0.3599183	The Seekers
prior=0.3599183	Seekers
prior=0.3599183	Vishal Shekhar Neeti Mohan Salim Merchant and Shekhar Ravjiani
prior=0.3599183	SNBRN
prior=0.3598945	Sohanny and Vein
prior=0.3598945	Vivien Behr
prior=0.35987	Pigeon John
prior=0.3598462	윤보미 and Kim Nam Joo
prior=0.3598462	Pause
prior=0.3598462	劉胡軼
prior=0.3598462	에이앤티 A T
prior=0.3598224	Will Blunderfield
prior=0.3598224	林海峰 and 胡蓓蔚
prior=0.3598224	Jessie Kol
prior=0.3597986	Monsta
prior=0.3597986	Club Nisei Orchestra
prior=0.3597986	Heinali
prior=0.3597986	R3HAB and Waysons
prior=0.3597986	陳琪
prior=0.3597986	Bare Traps
prior=0.3597741	Character Voice Kouki Uchiyama Nobunaga Shimazaki
prior=0.3597741	LIP×LIP Yujiro Aizo
prior=0.3597741	LIP×LIP Yujiro Aizo Character Voice Kouki Uchiyama Nobunaga Shimazaki
prior=0.3597741	LIP×LIP Yujiro Aizo Character Voice
prior=0.3597741	Kouki Uchiyama Nobunaga Shimazaki
prior=0.3597741	หญิงลี ศรีจุมพล
prior=0.3597741	Plies Plies and Akon and Akon
prior=0.3597741	Gabrielle Aplin and Bastille
prior=0.3597503	Frankie Avalon
prior=0.3597503	DR LOVE
prior=0.3597503	Monkey Majik plus 吉田兄弟
prior=0.3597503	Monkey Majik 吉田兄弟
prior=0.3597503	Monkey Majik and 吉田兄弟
prior=0.3597503	Turin Brakes
prior=0.3597503	隔壁團
prior=0.3597265	Margaret Whiting
prior=0.3597265	Kole and JRSMYNME
prior=0.3597265	Horace Silver
prior=0.3597027	deadmau5 and Kaskade
prior=0.3597027	Def Leppard
prior=0.3597027	FRND
prior=0.3597027	MorMor
prior=0.3597027	Hammock
prior=0.3597027	Little Boots
prior=0.3597027	John Coltrane and Duke Ellington
prior=0.3597027	손호준 유연석 and 정우
prior=0.3596782	Bernward Koch
prior=0.3596544	Delaney Stein and Donna Murphy
prior=0.3596544	張敬軒 and 關楚耀
prior=0.3596544	Seeb and Greg Holden
prior=0.3596544	Robbie Williams and Gary Barlow
prior=0.3596544	AK and Direct
prior=0.3596544	Gil Evans
prior=0.3596544	Jacky Terrasson
prior=0.3596544	Cole Swindell
prior=0.3596544	Westerman
prior=0.3596299	Nick Murphy
prior=0.3596299	Donna McElroy
prior=0.3596299	MAKJ and Lil Jon
prior=0.3596299	Vishal Dadlani and Shalmali Kholgade
prior=0.3596299	Elaine Paige and Barbara Dickson
prior=0.3596299	LM C
prior=0.3596061	賀軍翔
prior=0.3596061	Coffee
prior=0.3596061	메건리
prior=0.3596061	莫文蔚 and 李宗盛
prior=0.3595578	Danny DeVito
prior=0.3595578	David Binney
prior=0.3595578	엘 L
prior=0.3595578	Art School Girlfriend
prior=0.3595578	Katie Melua and Eva Cassidy
prior=0.359534	Rynn
prior=0.359534	刘辰希 and 曲肖冰
prior=0.359534	Dillon Francis and Sultan and Shepard
prior=0.359534	Dillon Francis and Sultan Shepard
prior=0.359534	Dillon Francis and Sultan plus Shepard
prior=0.359534	末廣健 郎
prior=0.359534	Meet Bros Yo Yo Honey Singh Jaz Dhami and Aditi Singh Sharma
prior=0.3595095	Nathan Ball
prior=0.3595095	Caroline Pennell
prior=0.3595095	SLANDER and YOOKiE
prior=0.3595095	Hitomi Kaji
prior=0.3595095	Yoon Jong Shin and Parc Jae Jung
prior=0.3595095	Alfred Brendel
prior=0.3594857	Rafiq Bhatia
prior=0.3594857	Ellegarden
prior=0.3594857	Tyler Ward and Kina Grannis
prior=0.3594612	MICA 3 CHU
prior=0.3594612	Joan Chamorro and Joan Codina
prior=0.3594612	Cassie Marin
prior=0.3594612	Chuckie
prior=0.3594374	譚詠麟 Cd Voice 王馨平 周慧敏 洪楗華 草蜢 張學友 陳慧嫻 湯寶如 鄭柏林 鄭嘉穎 黎明 黎瑞恩 and 關淑怡
prior=0.3594374	Lee Moon Sae and HIGHLIGHT
prior=0.3594129	Thelonious Monk
prior=0.3594129	黃曉明
prior=0.3594129	Gala
prior=0.3594129	蘇振波箏藝團
prior=0.3594129	Alexander Delacruz
prior=0.3594129	Chlara
prior=0.3594129	smileY inc.
prior=0.3594129	Kurt Hugo Schneider Sam Tsui Alex G and Alyson Stoner
prior=0.3594129	Eraserheads
prior=0.3594129	李英宏
prior=0.3593891	潘越雲 and 齊豫
prior=0.3593891	Kelly Howell
prior=0.3593891	The Diplomats
prior=0.3593891	Diplomats
prior=0.3593646	Topp Dogg
prior=0.3593646	Symphonieorchester des Bayerischen Rundfunks Leonard Bernstein Bavarian Radio Chorus and Wolfgang Seeliger
prior=0.3593646	Nacho Yandel and Bad Bunny
prior=0.3593646	Ben Pearce
prior=0.3593646	Mozart Effect and The Mozart Effect String Quintet
prior=0.3593646	The Mozart Effect and The Mozart Effect String Quintet
prior=0.3593408	King C AllStar x 顏卓靈
prior=0.3593408	Shreya Ghoshal and Swaroop Khan
prior=0.3593408	Crayon Pop Strawberry Milk
prior=0.3593408	Marco Armani
prior=0.3593408	더 멜로디
prior=0.3593408	더 멜로디 The Melody
prior=0.3593408	Hibshi
prior=0.3593408	Philip George and Anton Powers
prior=0.3593163	Bohan Phoenix
prior=0.3593163	French Montana and J Balvin
prior=0.3593163	L⇔R
prior=0.359268	林 峰 x 周耀輝
prior=0.359268	Aperture Science Psychoacoustic Laboratories
prior=0.359268	Ronit Shapira Giora Feidman John Williams and The Li Ron Herzeliya Children's Choir
prior=0.359268	Scottish Chamber Orchestra and Sir Charles Mackerras
prior=0.359268	U.O.
prior=0.359268	Swarmz
prior=0.3592435	Claude Estrier and Nicholas York
prior=0.3592435	Orianthi
prior=0.3592435	2Yoon
prior=0.359219	Max Lee
prior=0.359219	blackbear and Tinashe
prior=0.359219	The Archies
prior=0.359219	Archies
prior=0.359219	프로젝트 연플리
prior=0.359219	Seo Ta Young
prior=0.359219	KANGTA
prior=0.359219	Frans
prior=0.359219	Ty Dolla sign and Lauren Jauregui
prior=0.359219	イトヲカシ
prior=0.359219	Smokey Robinson
prior=0.359219	Michael Henry and Justin Robinett
prior=0.3591952	Jasmine Sokko
prior=0.3591952	Soundboard
prior=0.3591952	The Orb
prior=0.3591952	Orb
prior=0.3591952	Randolph
prior=0.3591952	Aaron Neville
prior=0.3591707	Vintage Trouble
prior=0.3591707	Cinderella and Sofia
prior=0.3591707	Ben Lukas Boysen
prior=0.3591707	Nicola Benedetti and Alexei Grynyuk
prior=0.3591462	Mylo
prior=0.3591462	Ella Fitzgerald and Nelson Riddle and His Orchestra
prior=0.3591462	Halvorsen
prior=0.3591462	세븐어클락
prior=0.3591462	The Relaxing Folk Lifestyle Band
prior=0.3591462	Relaxing Folk Lifestyle Band
prior=0.3591462	Bad Boys Blue
prior=0.3591224	클래식 오르골 태교자장가
prior=0.3591224	蔡 傑 and Regine Velasquez
prior=0.3591224	Fred Hersch
prior=0.3591224	Paul Oakenfold
prior=0.3590979	Jamie Foxx and Drake
prior=0.3590979	謝文雅
prior=0.3590979	Pritam Pardeep Singh Sran and Nakash Aziz
prior=0.3590979	Gil Scott Heron and Jamie xx
prior=0.3590979	Rich White Ladies
prior=0.3590979	Harry Christophers and The Sixteen
prior=0.3590734	Moderat
prior=0.3590734	Digable Planets
prior=0.3590734	Andrea Bocelli Bryn Terfel London Symphony Orchestra and Barry Wordsworth
prior=0.3590734	Louis Armstrong and Sy Oliver
prior=0.3590489	呂珊 and 謝曉瑩
prior=0.3590489	Alter Bridge
prior=0.3590489	Paul Clarkson Lisa Stokke Nicolas Colicos and Hilton McRae
prior=0.3590244	박영익
prior=0.3590244	Ultrabeat
prior=0.3590006	呼斯楞
prior=0.3590006	Plini
prior=0.3590006	Clint Mansell
prior=0.3590006	Joey Graceffa
prior=0.3590006	Yuka Mizuki
prior=0.3590006	Kurt Hugo Schneider and Rebecca Black
prior=0.3590006	Peer Raben
prior=0.3590006	下川みくに
prior=0.3589761	DJ Toro and Calvin Harris
prior=0.3589761	Touch
prior=0.3589516	RKCB
prior=0.3589516	Jefferson Airplane
prior=0.3589271	Kurt Vile
prior=0.3589271	Darren Criss
prior=0.3589271	Cherry Ghost
prior=0.3589271	Morning musume
prior=0.3589271	陳輝陽 and 林二汶
prior=0.3589271	Q luv and Fcyco
prior=0.3589026	Wiener Philharmoniker and Leonard Bernstein
prior=0.3589026	大貫妙子 and 坂本龍
prior=0.3589026	葉麗儀 and 倫永亮
prior=0.3589026	Lucid Fall
prior=0.3589026	DJ Snake and Lauv
prior=0.3588781	Harold López-Nussa
prior=0.3588781	Anna Netrebko Royal Philharmonic Orchestra and Jader Bignamini
prior=0.3588781	Joey Montana and Sebastian Yatra
prior=0.3588781	蕭敬騰 and 方大同
prior=0.3588536	Travis Porter
prior=0.3588291	스윗 콧소로우
prior=0.3588291	David Gilmour
prior=0.3588291	倪雅豐 and 劉歡
prior=0.3588291	Orcastratum
prior=0.3588291	Mýa
prior=0.3588046	Luke Pickett
prior=0.3588046	Pardison Fontaine
prior=0.3588046	Slaves
prior=0.3588046	梅林太郎 and 松司馬拓 featuring Wouter Hamel
prior=0.3588046	劉紫玲
prior=0.3587801	Omar Varela and Xavi and Gi
prior=0.3587801	Nana and Mika Nakashima
prior=0.3587556	Rockwell
prior=0.3587556	Scott Barnhardt Justin Bohon Jason Michael Snow Kevin Duda Josh Gad Brian Sears Rory O'Malley Andrew Rannells Benjamin Schrader and Clark Johnsen
prior=0.3587556	정예원 and 전태원
prior=0.3587556	The Darkness
prior=0.3587556	Darkness
prior=0.3587556	林凡 and 符致逸
prior=0.3587311	Basta
prior=0.3587311	Droeloe and San Holo
prior=0.3587311	박준수
prior=0.3587066	HOMESHAKE
prior=0.3587066	黃雨勳
prior=0.3587066	Son Sung Jae
prior=0.3587066	2Bic
prior=0.3587066	Mild High Club
prior=0.3587066	dj-Jo
prior=0.3587066	鄒文正
prior=0.3587066	A1
prior=0.3586821	Sébastien Texier and Christophe Marguet 4TET
prior=0.3586821	Kllo
prior=0.3586821	183 Club
prior=0.3586821	Jacob's Piano
prior=0.3586821	Taizé
prior=0.3586821	Skrux
prior=0.3586821	Donatella Failoni
prior=0.3586576	林 峰 x 王菀之
prior=0.3586576	Shuta Sueyoshi
prior=0.3586576	Listenbee
prior=0.3586576	Ásgeir
prior=0.3586576	Eves Karydas
prior=0.3586331	Bruno Coulais and Les Petits Chanteurs de Saint Marc
prior=0.3586331	Musica Antiqua Köln and Reinhard Goebel
prior=0.3586331	Epitone Project
